href,items__added_at,items__added_by__external_urls__spotify,items__added_by__href,items__added_by__id,items__added_by__type,items__added_by__uri,items__is_local,items__primary_color,items__track__album__album_type,items__track__album__artists__external_urls__spotify,items__track__album__artists__href,items__track__album__artists__id,items__track__album__artists__name,items__track__album__artists__type,items__track__album__artists__uri,items__track__album__external_urls__spotify,items__track__album__href,items__track__album__id,items__track__album__images__height,items__track__album__images__url,items__track__album__images__width,items__track__album__name,items__track__album__release_date,items__track__album__release_date_precision,items__track__album__total_tracks,items__track__album__type,items__track__album__uri,items__track__artists__external_urls__spotify,items__track__artists__href,items__track__artists__id,items__track__artists__name,items__track__artists__type,items__track__artists__uri,items__track__disc_number,items__track__duration_ms,items__track__episode,items__track__explicit,items__track__external_ids__isrc,items__track__external_urls__spotify,items__track__href,items__track__id,items__track__is_local,items__track__is_playable,items__track__name,items__track__popularity,items__track__preview_url,items__track__track,items__track__track_number,items__track__type,items__track__uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
,2021-07-09T19:56:07Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/6hJtgCB3L5cnJSND7sp6GU,https://api.spotify.com/v1/artists/6hJtgCB3L5cnJSND7sp6GU,6hJtgCB3L5cnJSND7sp6GU,Dam Swindle,artist,spotify:artist:6hJtgCB3L5cnJSND7sp6GU,https://open.spotify.com/album/6JMceOsAz0CRAfAnUaWgmo,https://api.spotify.com/v1/albums/6JMceOsAz0CRAfAnUaWgmo,6JMceOsAz0CRAfAnUaWgmo,640,https://i.scdn.co/image/ab67616d0000b273bd4b15df50c73e4725e956f8,640,High Life,5/28/18,day,10,album,spotify:album:6JMceOsAz0CRAfAnUaWgmo,https://open.spotify.com/artist/6hJtgCB3L5cnJSND7sp6GU,https://api.spotify.com/v1/artists/6hJtgCB3L5cnJSND7sp6GU,6hJtgCB3L5cnJSND7sp6GU,Dam Swindle,artist,spotify:artist:6hJtgCB3L5cnJSND7sp6GU,1,256648,FALSE,FALSE,NLYV51800019,https://open.spotify.com/track/24X8TERpSXuZfAJj7rijeg,https://api.spotify.com/v1/tracks/24X8TERpSXuZfAJj7rijeg,24X8TERpSXuZfAJj7rijeg,FALSE,TRUE,The Girl from Shiraz,27,https://p.scdn.co/mp3-preview/66a60c309e8a5d2a9d0b7d64d7e6445fcee45419?cid=774b29d4f13844c495f206cafdad9c86,TRUE,5,track,spotify:track:24X8TERpSXuZfAJj7rijeg,0.467,0.0956,8,-18.232,1,0.0328,0.969,0.788,0.2,0.0964,114.951,audio_features,24X8TERpSXuZfAJj7rijeg,spotify:track:24X8TERpSXuZfAJj7rijeg,https://api.spotify.com/v1/tracks/24X8TERpSXuZfAJj7rijeg,https://api.spotify.com/v1/audio-analysis/24X8TERpSXuZfAJj7rijeg,256648,3
,2021-07-09T19:56:16Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/1ghxd86r7phiK0vgytiGkh,https://api.spotify.com/v1/artists/1ghxd86r7phiK0vgytiGkh,1ghxd86r7phiK0vgytiGkh,Play Nice,artist,spotify:artist:1ghxd86r7phiK0vgytiGkh,https://open.spotify.com/album/5HVCOmfEypAFVDbUatTywe,https://api.spotify.com/v1/albums/5HVCOmfEypAFVDbUatTywe,5HVCOmfEypAFVDbUatTywe,640,https://i.scdn.co/image/ab67616d0000b273cfa1411e34adbb9cd844d85f,640,Home Buddies,7/23/20,day,20,album,spotify:album:5HVCOmfEypAFVDbUatTywe,https://open.spotify.com/artist/1ghxd86r7phiK0vgytiGkh,https://api.spotify.com/v1/artists/1ghxd86r7phiK0vgytiGkh,1ghxd86r7phiK0vgytiGkh,Play Nice,artist,spotify:artist:1ghxd86r7phiK0vgytiGkh,1,181310,FALSE,TRUE,QM24S2005435,https://open.spotify.com/track/1PV9qkFmu0xu7dmlJMlD9q,https://api.spotify.com/v1/tracks/1PV9qkFmu0xu7dmlJMlD9q,1PV9qkFmu0xu7dmlJMlD9q,FALSE,TRUE,Myself,31,https://p.scdn.co/mp3-preview/bfe1079db5981903a94f52e721cfc5549553b840?cid=774b29d4f13844c495f206cafdad9c86,TRUE,6,track,spotify:track:1PV9qkFmu0xu7dmlJMlD9q,0.677,0.645,5,-5.297,0,0.0838,0.128,0.00014,0.133,0.576,73.061,audio_features,1PV9qkFmu0xu7dmlJMlD9q,spotify:track:1PV9qkFmu0xu7dmlJMlD9q,https://api.spotify.com/v1/tracks/1PV9qkFmu0xu7dmlJMlD9q,https://api.spotify.com/v1/audio-analysis/1PV9qkFmu0xu7dmlJMlD9q,181310,4
,2021-07-28T16:28:03Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,compilation,https://open.spotify.com/artist/09hVIj6vWgoCDtT03h8ZCa,https://api.spotify.com/v1/artists/09hVIj6vWgoCDtT03h8ZCa,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,artist,spotify:artist:09hVIj6vWgoCDtT03h8ZCa,https://open.spotify.com/album/3FAK4h4t9uV4JxzESXllAU,https://api.spotify.com/v1/albums/3FAK4h4t9uV4JxzESXllAU,3FAK4h4t9uV4JxzESXllAU,640,https://i.scdn.co/image/ab67616d0000b273b1ddb9f5f519e0d37bc94a53,640,The Anthology,10/26/99,day,19,album,spotify:album:3FAK4h4t9uV4JxzESXllAU,https://open.spotify.com/artist/09hVIj6vWgoCDtT03h8ZCa,https://api.spotify.com/v1/artists/09hVIj6vWgoCDtT03h8ZCa,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,artist,spotify:artist:09hVIj6vWgoCDtT03h8ZCa,1,226133,FALSE,FALSE,USJI19300020,https://open.spotify.com/track/0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,0eEXcw3JLVXcRxYrVYMy68,FALSE,TRUE,Electric Relaxation,66,https://p.scdn.co/mp3-preview/01950f7c36f294494f677b7d9ea571a57ac06dba?cid=774b29d4f13844c495f206cafdad9c86,TRUE,8,track,spotify:track:0eEXcw3JLVXcRxYrVYMy68,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,audio_features,0eEXcw3JLVXcRxYrVYMy68,spotify:track:0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/tracks/0eEXcw3JLVXcRxYrVYMy68,https://api.spotify.com/v1/audio-analysis/0eEXcw3JLVXcRxYrVYMy68,226133,4
,2021-07-09T19:57:00Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/1BlBZ9jQGOjmj6Zykgg43L,https://api.spotify.com/v1/artists/1BlBZ9jQGOjmj6Zykgg43L,1BlBZ9jQGOjmj6Zykgg43L,4hero,artist,spotify:artist:1BlBZ9jQGOjmj6Zykgg43L,https://open.spotify.com/album/2dAOr4Nm9aTH0BuU2JTtxV,https://api.spotify.com/v1/albums/2dAOr4Nm9aTH0BuU2JTtxV,2dAOr4Nm9aTH0BuU2JTtxV,640,https://i.scdn.co/image/ab67616d0000b27377198d17d9266b16581c2ad9,640,Creating Patterns,1/1/01,day,13,album,spotify:album:2dAOr4Nm9aTH0BuU2JTtxV,https://open.spotify.com/artist/1BlBZ9jQGOjmj6Zykgg43L,https://api.spotify.com/v1/artists/1BlBZ9jQGOjmj6Zykgg43L,1BlBZ9jQGOjmj6Zykgg43L,4hero,artist,spotify:artist:1BlBZ9jQGOjmj6Zykgg43L,1,297573,FALSE,FALSE,GBF080100183,https://open.spotify.com/track/5bUeN1bZKkmP4SJb0aft8B,https://api.spotify.com/v1/tracks/5bUeN1bZKkmP4SJb0aft8B,5bUeN1bZKkmP4SJb0aft8B,FALSE,TRUE,Another Day,28,https://p.scdn.co/mp3-preview/e7a50e182884bc992760f246a0f95b9d8181c35e?cid=774b29d4f13844c495f206cafdad9c86,TRUE,5,track,spotify:track:5bUeN1bZKkmP4SJb0aft8B,0.631,0.528,10,-10.044,0,0.0923,0.283,0.0000293,0.205,0.539,150.448,audio_features,5bUeN1bZKkmP4SJb0aft8B,spotify:track:5bUeN1bZKkmP4SJb0aft8B,https://api.spotify.com/v1/tracks/5bUeN1bZKkmP4SJb0aft8B,https://api.spotify.com/v1/audio-analysis/5bUeN1bZKkmP4SJb0aft8B,297573,4
,2021-07-09T19:57:03Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/0aavHBWTe9ng2jWfnnQ0hp,https://api.spotify.com/v1/artists/0aavHBWTe9ng2jWfnnQ0hp,0aavHBWTe9ng2jWfnnQ0hp,Don Blackman,artist,spotify:artist:0aavHBWTe9ng2jWfnnQ0hp,https://open.spotify.com/album/39huRrbAe12vo3BlAeX1QG,https://api.spotify.com/v1/albums/39huRrbAe12vo3BlAeX1QG,39huRrbAe12vo3BlAeX1QG,640,https://i.scdn.co/image/ab67616d0000b273443b9227d04fe9691b5f8245,640,Don Blackman,1/1/82,day,8,album,spotify:album:39huRrbAe12vo3BlAeX1QG,https://open.spotify.com/artist/0aavHBWTe9ng2jWfnnQ0hp,https://api.spotify.com/v1/artists/0aavHBWTe9ng2jWfnnQ0hp,0aavHBWTe9ng2jWfnnQ0hp,Don Blackman,artist,spotify:artist:0aavHBWTe9ng2jWfnnQ0hp,1,254280,FALSE,FALSE,USAR19901214,https://open.spotify.com/track/5Jgj5Yo5deJ2RPlixBm88u,https://api.spotify.com/v1/tracks/5Jgj5Yo5deJ2RPlixBm88u,5Jgj5Yo5deJ2RPlixBm88u,FALSE,TRUE,"Holding You, Loving You",36,https://p.scdn.co/mp3-preview/3193c0bd975ebff408f97b3213a66d772747d558?cid=774b29d4f13844c495f206cafdad9c86,TRUE,3,track,spotify:track:5Jgj5Yo5deJ2RPlixBm88u,0.585,0.476,10,-13.097,0,0.0721,0.307,0.000123,0.16,0.459,78.898,audio_features,5Jgj5Yo5deJ2RPlixBm88u,spotify:track:5Jgj5Yo5deJ2RPlixBm88u,https://api.spotify.com/v1/tracks/5Jgj5Yo5deJ2RPlixBm88u,https://api.spotify.com/v1/audio-analysis/5Jgj5Yo5deJ2RPlixBm88u,254280,4
,2021-07-28T16:01:09Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,single,https://open.spotify.com/artist/5ZvCpVAckM5gWTM5HYgSFb,https://api.spotify.com/v1/artists/5ZvCpVAckM5gWTM5HYgSFb,5ZvCpVAckM5gWTM5HYgSFb,Rose Gold,artist,spotify:artist:5ZvCpVAckM5gWTM5HYgSFb,https://open.spotify.com/album/5nZvgZXT6T6FDsU9Od8GgZ,https://api.spotify.com/v1/albums/5nZvgZXT6T6FDsU9Od8GgZ,5nZvgZXT6T6FDsU9Od8GgZ,640,https://i.scdn.co/image/ab67616d0000b2736197fd969681eaff9e27b383,640,Soon As You Get Home,10/15/20,day,1,album,spotify:album:5nZvgZXT6T6FDsU9Od8GgZ,https://open.spotify.com/artist/5ZvCpVAckM5gWTM5HYgSFb,https://api.spotify.com/v1/artists/5ZvCpVAckM5gWTM5HYgSFb,5ZvCpVAckM5gWTM5HYgSFb,Rose Gold,artist,spotify:artist:5ZvCpVAckM5gWTM5HYgSFb,1,203875,FALSE,TRUE,QM24S2009235,https://open.spotify.com/track/5ExFxAyPteU3tWy7VLDjX8,https://api.spotify.com/v1/tracks/5ExFxAyPteU3tWy7VLDjX8,5ExFxAyPteU3tWy7VLDjX8,FALSE,TRUE,Soon As You Get Home,33,https://p.scdn.co/mp3-preview/114e648b57b8f03333a0716d597b6a4ee9eb6ee0?cid=774b29d4f13844c495f206cafdad9c86,TRUE,1,track,spotify:track:5ExFxAyPteU3tWy7VLDjX8,0.455,0.356,7,-13.084,1,0.109,0.766,0.0000367,0.0961,0.205,82.826,audio_features,5ExFxAyPteU3tWy7VLDjX8,spotify:track:5ExFxAyPteU3tWy7VLDjX8,https://api.spotify.com/v1/tracks/5ExFxAyPteU3tWy7VLDjX8,https://api.spotify.com/v1/audio-analysis/5ExFxAyPteU3tWy7VLDjX8,203875,4
,2021-07-09T19:57:05Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/1Goe2NezNnym45kco2xTk6,https://api.spotify.com/v1/artists/1Goe2NezNnym45kco2xTk6,1Goe2NezNnym45kco2xTk6,Nick Hakim,artist,spotify:artist:1Goe2NezNnym45kco2xTk6,https://open.spotify.com/album/5wHIOaV0DXf73kL7i5blmM,https://api.spotify.com/v1/albums/5wHIOaV0DXf73kL7i5blmM,5wHIOaV0DXf73kL7i5blmM,640,https://i.scdn.co/image/ab67616d0000b273a9ff12ef64b31c218c68ceca,640,WILL THIS MAKE ME GOOD,5/15/20,day,12,album,spotify:album:5wHIOaV0DXf73kL7i5blmM,https://open.spotify.com/artist/1Goe2NezNnym45kco2xTk6,https://api.spotify.com/v1/artists/1Goe2NezNnym45kco2xTk6,1Goe2NezNnym45kco2xTk6,Nick Hakim,artist,spotify:artist:1Goe2NezNnym45kco2xTk6,1,304732,FALSE,FALSE,USATO1900240,https://open.spotify.com/track/7ij2RLcxyzvCFYoZC5g5FJ,https://api.spotify.com/v1/tracks/7ij2RLcxyzvCFYoZC5g5FJ,7ij2RLcxyzvCFYoZC5g5FJ,FALSE,TRUE,WHOO,27,https://p.scdn.co/mp3-preview/146da0b46db2131b8300dfb1bce4a46c7ec0b67f?cid=774b29d4f13844c495f206cafdad9c86,TRUE,12,track,spotify:track:7ij2RLcxyzvCFYoZC5g5FJ,0.522,0.687,7,-7.647,1,0.159,0.36,0.563,0.0879,0.296,160.016,audio_features,7ij2RLcxyzvCFYoZC5g5FJ,spotify:track:7ij2RLcxyzvCFYoZC5g5FJ,https://api.spotify.com/v1/tracks/7ij2RLcxyzvCFYoZC5g5FJ,https://api.spotify.com/v1/audio-analysis/7ij2RLcxyzvCFYoZC5g5FJ,304733,3
,2021-07-09T19:57:53Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/4k7KKAyXbpBKe0iziD7c2P,https://api.spotify.com/v1/artists/4k7KKAyXbpBKe0iziD7c2P,4k7KKAyXbpBKe0iziD7c2P,Beatchild,artist,spotify:artist:4k7KKAyXbpBKe0iziD7c2P,https://open.spotify.com/album/3DjMEGoq8EuI6LYgOUr9Si,https://api.spotify.com/v1/albums/3DjMEGoq8EuI6LYgOUr9Si,3DjMEGoq8EuI6LYgOUr9Si,640,https://i.scdn.co/image/ab67616d0000b273de999e51572c1235eeac7eea,640,Nostalgia: Beats of 2008 - 2020,1/29/21,day,21,album,spotify:album:3DjMEGoq8EuI6LYgOUr9Si,https://open.spotify.com/artist/4k7KKAyXbpBKe0iziD7c2P,https://api.spotify.com/v1/artists/4k7KKAyXbpBKe0iziD7c2P,4k7KKAyXbpBKe0iziD7c2P,Beatchild,artist,spotify:artist:4k7KKAyXbpBKe0iziD7c2P,1,249675,FALSE,FALSE,GBEQT2000257,https://open.spotify.com/track/5jr4qsddnCeVdmYVEoYrmF,https://api.spotify.com/v1/tracks/5jr4qsddnCeVdmYVEoYrmF,5jr4qsddnCeVdmYVEoYrmF,FALSE,TRUE,Midnight Hustle,12,https://p.scdn.co/mp3-preview/11c1c3a9561abbb715beaf8186cb445ab65e5713?cid=774b29d4f13844c495f206cafdad9c86,TRUE,19,track,spotify:track:5jr4qsddnCeVdmYVEoYrmF,0.731,0.522,10,-6.749,0,0.0754,0.295,0.734,0.08,0.336,95.024,audio_features,5jr4qsddnCeVdmYVEoYrmF,spotify:track:5jr4qsddnCeVdmYVEoYrmF,https://api.spotify.com/v1/tracks/5jr4qsddnCeVdmYVEoYrmF,https://api.spotify.com/v1/audio-analysis/5jr4qsddnCeVdmYVEoYrmF,249675,4
,2021-07-28T15:55:46Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/4Dj6yFk1Y4v6J4jZyhtrZ7,https://api.spotify.com/v1/artists/4Dj6yFk1Y4v6J4jZyhtrZ7,4Dj6yFk1Y4v6J4jZyhtrZ7,Emanuel,artist,spotify:artist:4Dj6yFk1Y4v6J4jZyhtrZ7,https://open.spotify.com/album/7i7lf1MtvCeufUlN6iJGXl,https://api.spotify.com/v1/albums/7i7lf1MtvCeufUlN6iJGXl,7i7lf1MtvCeufUlN6iJGXl,640,https://i.scdn.co/image/ab67616d0000b27344115ecffbad59bc2f866f98,640,Alt Therapy,6/16/21,day,12,album,spotify:album:7i7lf1MtvCeufUlN6iJGXl,https://open.spotify.com/artist/4Dj6yFk1Y4v6J4jZyhtrZ7,https://api.spotify.com/v1/artists/4Dj6yFk1Y4v6J4jZyhtrZ7,4Dj6yFk1Y4v6J4jZyhtrZ7,Emanuel,artist,spotify:artist:4Dj6yFk1Y4v6J4jZyhtrZ7,1,244783,FALSE,TRUE,CAUM72100148,https://open.spotify.com/track/5W8wRrlABmYv0Rlz0GzJd7,https://api.spotify.com/v1/tracks/5W8wRrlABmYv0Rlz0GzJd7,5W8wRrlABmYv0Rlz0GzJd7,FALSE,TRUE,Worldwide,51,https://p.scdn.co/mp3-preview/35fb95835239877cbf211e9dd7cc955963ac48fe?cid=774b29d4f13844c495f206cafdad9c86,TRUE,11,track,spotify:track:5W8wRrlABmYv0Rlz0GzJd7,0.41,0.439,1,-3.789,0,0.0353,0.273,0.00154,0.0595,0.32,144.045,audio_features,5W8wRrlABmYv0Rlz0GzJd7,spotify:track:5W8wRrlABmYv0Rlz0GzJd7,https://api.spotify.com/v1/tracks/5W8wRrlABmYv0Rlz0GzJd7,https://api.spotify.com/v1/audio-analysis/5W8wRrlABmYv0Rlz0GzJd7,244783,4
,2021-07-28T15:54:58Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/5FuFC5tiYFDxVJQVupJ6Zt,https://api.spotify.com/v1/artists/5FuFC5tiYFDxVJQVupJ6Zt,5FuFC5tiYFDxVJQVupJ6Zt,GINGE,artist,spotify:artist:5FuFC5tiYFDxVJQVupJ6Zt,https://open.spotify.com/album/3mPwQso7Zs9CKNatbpPISq,https://api.spotify.com/v1/albums/3mPwQso7Zs9CKNatbpPISq,3mPwQso7Zs9CKNatbpPISq,640,https://i.scdn.co/image/ab67616d0000b27308738e15224ebadea46ac802,640,Belly,6/25/21,day,8,album,spotify:album:3mPwQso7Zs9CKNatbpPISq,https://open.spotify.com/artist/5FuFC5tiYFDxVJQVupJ6Zt,https://api.spotify.com/v1/artists/5FuFC5tiYFDxVJQVupJ6Zt,5FuFC5tiYFDxVJQVupJ6Zt,GINGE,artist,spotify:artist:5FuFC5tiYFDxVJQVupJ6Zt,1,203000,FALSE,FALSE,QM6P42131938,https://open.spotify.com/track/3q2JN3zwZaXSR73ClVihXx,https://api.spotify.com/v1/tracks/3q2JN3zwZaXSR73ClVihXx,3q2JN3zwZaXSR73ClVihXx,FALSE,TRUE,Stop Calling,16,https://p.scdn.co/mp3-preview/21901c506dcae551c21c8b054352b7223ab48ef5?cid=774b29d4f13844c495f206cafdad9c86,TRUE,6,track,spotify:track:3q2JN3zwZaXSR73ClVihXx,0.789,0.382,9,-7.081,0,0.285,0.653,0,0.191,0.515,93.087,audio_features,3q2JN3zwZaXSR73ClVihXx,spotify:track:3q2JN3zwZaXSR73ClVihXx,https://api.spotify.com/v1/tracks/3q2JN3zwZaXSR73ClVihXx,https://api.spotify.com/v1/audio-analysis/3q2JN3zwZaXSR73ClVihXx,203000,4
,2021-07-09T19:56:49Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,single,https://open.spotify.com/artist/4pcfFC9isxezJyTwbV1nIp,https://api.spotify.com/v1/artists/4pcfFC9isxezJyTwbV1nIp,4pcfFC9isxezJyTwbV1nIp,Melanie Faye,artist,spotify:artist:4pcfFC9isxezJyTwbV1nIp,https://open.spotify.com/album/7xoKAS8YKaD85hP4FjOKyL,https://api.spotify.com/v1/albums/7xoKAS8YKaD85hP4FjOKyL,7xoKAS8YKaD85hP4FjOKyL,640,https://i.scdn.co/image/ab67616d0000b273cec39f20ed1c35e7b5fed956,640,It's a Moot Point,3/17/20,day,1,album,spotify:album:7xoKAS8YKaD85hP4FjOKyL,https://open.spotify.com/artist/4pcfFC9isxezJyTwbV1nIp,https://api.spotify.com/v1/artists/4pcfFC9isxezJyTwbV1nIp,4pcfFC9isxezJyTwbV1nIp,Melanie Faye,artist,spotify:artist:4pcfFC9isxezJyTwbV1nIp,1,242000,FALSE,FALSE,QM4TX2020396,https://open.spotify.com/track/3Rl8k5Daz5w5zHYSJz5lHA,https://api.spotify.com/v1/tracks/3Rl8k5Daz5w5zHYSJz5lHA,3Rl8k5Daz5w5zHYSJz5lHA,FALSE,TRUE,It's a Moot Point,48,https://p.scdn.co/mp3-preview/04c79dafc56d9847f20b336c9706ea27ccf359ac?cid=774b29d4f13844c495f206cafdad9c86,TRUE,1,track,spotify:track:3Rl8k5Daz5w5zHYSJz5lHA,0.7,0.66,6,-6.642,1,0.0796,0.221,0.0216,0.0886,0.696,150.028,audio_features,3Rl8k5Daz5w5zHYSJz5lHA,spotify:track:3Rl8k5Daz5w5zHYSJz5lHA,https://api.spotify.com/v1/tracks/3Rl8k5Daz5w5zHYSJz5lHA,https://api.spotify.com/v1/audio-analysis/3Rl8k5Daz5w5zHYSJz5lHA,242000,4
,2021-07-28T16:32:10Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,album,https://open.spotify.com/artist/7BxJEL8I7OoAMGyPWn1cPS,https://api.spotify.com/v1/artists/7BxJEL8I7OoAMGyPWn1cPS,7BxJEL8I7OoAMGyPWn1cPS,Ivan Ave,artist,spotify:artist:7BxJEL8I7OoAMGyPWn1cPS,https://open.spotify.com/album/5NSS4gGOmFuyvrCJQLtNTN,https://api.spotify.com/v1/albums/5NSS4gGOmFuyvrCJQLtNTN,5NSS4gGOmFuyvrCJQLtNTN,640,https://i.scdn.co/image/ab67616d0000b273ae4a2631d1489e87ae04b4bb,640,Low Jams,9/19/14,day,10,album,spotify:album:5NSS4gGOmFuyvrCJQLtNTN,https://open.spotify.com/artist/7BxJEL8I7OoAMGyPWn1cPS,https://api.spotify.com/v1/artists/7BxJEL8I7OoAMGyPWn1cPS,7BxJEL8I7OoAMGyPWn1cPS,Ivan Ave,artist,spotify:artist:7BxJEL8I7OoAMGyPWn1cPS,1,207850,FALSE,FALSE,DESY21400078,https://open.spotify.com/track/6p4U70eJBwtp4FC2RpxaED,https://api.spotify.com/v1/tracks/6p4U70eJBwtp4FC2RpxaED,6p4U70eJBwtp4FC2RpxaED,FALSE,TRUE,Find Me,13,https://p.scdn.co/mp3-preview/cd623ca1133e60213d725a8e803e6cdc6a49fe0c?cid=774b29d4f13844c495f206cafdad9c86,TRUE,4,track,spotify:track:6p4U70eJBwtp4FC2RpxaED,0.693,0.643,6,-7.631,0,0.177,0.837,0.000228,0.101,0.531,85.966,audio_features,6p4U70eJBwtp4FC2RpxaED,spotify:track:6p4U70eJBwtp4FC2RpxaED,https://api.spotify.com/v1/tracks/6p4U70eJBwtp4FC2RpxaED,https://api.spotify.com/v1/audio-analysis/6p4U70eJBwtp4FC2RpxaED,207851,4
,2021-07-09T19:57:25Z,https://open.spotify.com/user/kolbigray,https://api.spotify.com/v1/users/kolbigray,kolbigray,user,spotify:user:kolbigray,FALSE,null,single,https://open.spotify.com/artist/1y71H4hNtnHG7LeU1Y47FO,https://api.spotify.com/v1/artists/1y71H4hNtnHG7LeU1Y47FO,1y71H4hNtnHG7LeU1Y47FO,Mr Jukes,artist,spotify:artist:1y71H4hNtnHG7LeU1Y47FO,https://open.spotify.com/album/1FXSfllBRTxOB0Q1Cpvvdt,https://api.spotify.com/v1/albums/1FXSfllBRTxOB0Q1Cpvvdt,1FXSfllBRTxOB0Q1Cpvvdt,640,https://i.scdn.co/image/ab67616d0000b2732589a8fc916b75cbcb7d7d2d,640,Vibrate,5/10/21,day,2,album,spotify:album:1FXSfllBRTxOB0Q1Cpvvdt,https://open.spotify.com/artist/1y71H4hNtnHG7LeU1Y47FO,https://api.spotify.com/v1/artists/1y71H4hNtnHG7LeU1Y47FO,1y71H4hNtnHG7LeU1Y47FO,Mr Jukes,artist,spotify:artist:1y71H4hNtnHG7LeU1Y47FO,1,174706,FALSE,FALSE,GB2DY2100108,https://open.spotify.com/track/41i2QOi2bnmw2m0AgAktyx,https://api.spotify.com/v1/tracks/41i2QOi2bnmw2m0AgAktyx,41i2QOi2bnmw2m0AgAktyx,FALSE,TRUE,Vibrate,41,https://p.scdn.co/mp3-preview/deb83873d39d2dc7ffe45c23c92e9e514e838a8b?cid=774b29d4f13844c495f206cafdad9c86,TRUE,1,track,spotify:track:41i2QOi2bnmw2m0AgAktyx,0.752,0.678,8,-5.67,0,0.0765,0.698,0.00193,0.175,0.801,94.995,audio_features,41i2QOi2bnmw2m0AgAktyx,spotify:track:41i2QOi2bnmw2m0AgAktyx,https://api.spotify.com/v1/tracks/41i2QOi2bnmw2m0AgAktyx,https://api.spotify.com/v1/audio-analysis/41i2QOi2bnmw2m0AgAktyx,174707,4
